"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT495744","hsa","hsa","hsa-miR-21-3p","AGBL3","0","0","0","0","1","0","0","1","2","2"
"MIRT495779","hsa","hsa","hsa-miR-21-3p","ZNF546","0","0","0","0","1","0","0","1","2","2"
"MIRT496858","hsa","hsa","hsa-miR-21-3p","GPAM","0","0","0","0","1","0","0","1","2","2"
"MIRT498401","hsa","hsa","hsa-miR-21-3p","KIF6","0","0","0","0","1","0","0","1","2","2"
"MIRT500915","hsa","hsa","hsa-miR-21-3p","STARD13","0","0","0","0","1","0","0","1","2","4"
"MIRT504490","hsa","hsa","hsa-miR-21-3p","SOX11","0","0","0","0","1","0","0","1","2","4"
"MIRT512040","hsa","hsa","hsa-miR-21-3p","DNAJC10","0","0","0","0","1","0","0","1","2","4"
"MIRT512824","hsa","hsa","hsa-miR-21-3p","ARRDC2","0","0","0","0","1","0","0","1","2","4"
"MIRT513479","hsa","hsa","hsa-miR-21-3p","ZNF132","0","0","0","0","1","0","0","1","2","4"
"MIRT516468","hsa","hsa","hsa-miR-21-3p","RAB32","0","0","0","0","1","0","0","1","2","2"
"MIRT520920","hsa","hsa","hsa-miR-21-3p","ST13","0","0","0","0","1","0","0","1","2","2"
"MIRT523445","hsa","hsa","hsa-miR-21-3p","GPR137C","0","0","0","0","1","0","0","1","2","2"
"MIRT524636","hsa","hsa","hsa-miR-21-3p","C4orf32","0","0","0","0","1","0","0","1","2","2"
"MIRT533049","hsa","hsa","hsa-miR-21-3p","ZBTB46","0","0","0","0","1","0","0","1","2","2"
"MIRT534130","hsa","hsa","hsa-miR-21-3p","SNX13","0","0","0","0","1","0","0","1","2","2"
"MIRT534536","hsa","hsa","hsa-miR-21-3p","SALL1","0","0","0","0","1","0","0","1","2","2"
"MIRT538743","hsa","hsa","hsa-miR-21-3p","CALM1","0","0","0","0","1","0","0","1","2","2"
"MIRT551624","hsa","hsa","hsa-miR-21-3p","ZNF267","0","0","0","0","1","0","0","1","2","2"
"MIRT554705","hsa","hsa","hsa-miR-21-3p","RNF149","0","0","0","0","1","0","0","1","2","2"
"MIRT557701","hsa","hsa","hsa-miR-21-3p","GAS1","0","0","0","0","1","0","0","1","2","2"
"MIRT565093","hsa","hsa","hsa-miR-21-3p","UHRF1BP1","0","0","0","0","1","0","0","1","2","4"
"MIRT569089","hsa","hsa","hsa-miR-21-3p","TMEM241","0","0","0","0","1","0","0","1","2","2"
"MIRT569670","hsa","hsa","hsa-miR-21-3p","PRIM1","0","0","0","0","1","0","0","1","2","2"
"MIRT571654","hsa","hsa","hsa-miR-21-3p","SF1","0","0","0","0","1","0","0","1","2","2"
"MIRT575485","mmu","mmu","hsa-miR-21-3p","Clasp1","0","0","0","0","1","0","0","1","2","5"
"MIRT575725","mmu","mmu","hsa-miR-21-3p","Map1b","0","0","0","0","1","0","0","1","2","2"
"MIRT606788","hsa","hsa","hsa-miR-21-3p","CLASP1","0","0","0","0","1","0","0","1","2","7"
"MIRT612865","hsa","hsa","hsa-miR-21-3p","IRS4","0","0","0","0","1","0","0","1","2","2"
"MIRT620472","hsa","hsa","hsa-miR-21-3p","CERS6","0","0","0","0","1","0","0","1","2","2"
"MIRT623816","hsa","hsa","hsa-miR-21-3p","GGCX","0","0","0","0","1","0","0","1","2","2"
"MIRT642575","hsa","hsa","hsa-miR-21-3p","GDPGP1","0","0","0","0","1","0","0","1","2","2"
"MIRT643721","hsa","hsa","hsa-miR-21-3p","ITK","0","0","0","0","1","0","0","1","2","2"
"MIRT643733","hsa","hsa","hsa-miR-21-3p","MCMDC2","0","0","0","0","1","0","0","1","2","2"
"MIRT646923","hsa","hsa","hsa-miR-21-3p","TRIM14","0","0","0","0","1","0","0","1","2","2"
"MIRT652193","hsa","hsa","hsa-miR-21-3p","TRIM44","0","0","0","0","1","0","0","1","2","2"
"MIRT653381","hsa","hsa","hsa-miR-21-3p","SMAD1","0","0","0","0","1","0","0","1","2","2"
"MIRT657416","hsa","hsa","hsa-miR-21-3p","HIVEP3","0","0","0","0","1","0","0","1","2","2"
"MIRT664755","hsa","hsa","hsa-miR-21-3p","TWSG1","0","0","0","0","1","0","0","1","2","2"
"MIRT687361","hsa","hsa","hsa-miR-21-3p","NUP98","0","0","0","0","1","0","0","1","2","2"
"MIRT689644","hsa","hsa","hsa-miR-21-3p","NAA30","0","0","0","0","1","0","0","1","2","2"
"MIRT690897","hsa","hsa","hsa-miR-21-3p","FUT2","0","0","0","0","1","0","0","1","2","2"
"MIRT691905","hsa","hsa","hsa-miR-21-3p","FBXL18","0","0","0","0","1","0","0","1","2","2"
"MIRT704845","hsa","hsa","hsa-miR-21-3p","CDC42","0","0","0","0","1","0","0","1","2","2"
"MIRT705732","hsa","hsa","hsa-miR-21-3p","AMMECR1L","0","0","0","0","1","0","0","1","2","2"
"MIRT708439","hsa","hsa","hsa-miR-21-3p","CPM","0","0","0","0","1","0","0","1","2","2"
"MIRT712907","hsa","hsa","hsa-miR-21-3p","ZNF793","0","0","0","0","1","0","0","1","2","2"
"MIRT714044","hsa","hsa","hsa-miR-21-3p","ELMO1","0","0","0","0","1","0","0","1","2","2"
"MIRT731644","hsa","hsa","hsa-miR-21-3p","RBPMS","1","0","0","0","0","0","0","0","1","1"
"MIRT731935","hsa","hsa","hsa-miR-21-3p","STAT3","1","1","1","0","0","0","0","0","3","1"
"MIRT732798","hsa","hsa","hsa-miR-21-3p","PTEN","0","1","1","0","0","0","0","0","2","0"
"MIRT732924","hsa","hsa","hsa-miR-21-3p","LIX1L","1","0","0","0","1","0","0","0","2","0"
"MIRT732927","hsa","hsa","hsa-miR-21-3p","FBP1","1","0","0","0","1","0","0","0","2","0"
"MIRT733997","hsa","hsa","hsa-miR-21-3p","Sox7","1","1","1","0","0","0","0","0","3","0"
"MIRT734260","hsa","hsa","hsa-miR-21-3p","SEMA6A","0","1","1","0","0","0","0","0","2","0"
"MIRT734265","hsa","hsa","hsa-miR-21-3p","RHOA","0","1","1","0","0","0","0","0","2","0"
"MIRT734474","hsa","hsa","hsa-miR-21-3p","SPRED1","0","1","0","0","1","0","0","0","2","0"
"MIRT734681","hsa","hsa","hsa-miR-21-3p","IRAK1","0","0","0","1","0","0","0","0","1","0"
"MIRT734684","hsa","hsa","hsa-miR-21-3p","EGFR","0","0","0","1","0","0","0","0","1","0"
"MIRT734796","hsa","hsa","hsa-miR-21-3p","SMAD7","1","1","1","0","0","0","0","0","3","0"
"MIRT735071","hsa","hsa","hsa-miR-21-3p","FOXM1","1","1","1","1","0","0","0","0","4","0"
"MIRT735093","hsa","hsa","hsa-miR-21-3p","SPRY1","1","0","1","0","0","0","0","0","2","0"
"MIRT735255","hsa","hsa","hsa-miR-21-3p","CASP8","0","0","1","1","0","0","0","0","2","0"
"MIRT735261","hsa","hsa","hsa-miR-21-3p","TIMP3","1","0","1","0","0","0","0","0","2","0"
"MIRT735262","hsa","hsa","hsa-miR-21-3p","EPHA4","1","0","1","0","0","0","0","0","2","0"
"MIRT735321","hsa","hsa","hsa-miR-21-3p","MTSS1","0","0","1","0","0","0","0","0","1","0"
"MIRT735894","hsa","hsa","hsa-miR-21-3p","PDCD4","0","0","1","0","0","0","0","0","1","0"
"MIRT736236","hsa","hsa","hsa-miR-21-3p","SNHG1","0","0","1","0","0","0","0","0","1","0"
"MIRT736412","hsa","hsa","hsa-miR-21-3p","DDX23","1","0","0","0","0","0","0","0","1","0"
"MIRT736491","hsa","hsa","hsa-miR-21-3p","IL10","0","0","1","0","0","0","0","0","1","0"
"MIRT736822","hsa","hsa","hsa-miR-21-3p","PPARA","0","1","1","0","0","0","0","0","2","0"
"MIRT736844","hsa","hsa","hsa-miR-21-3p","NBR2","1","0","1","0","0","0","0","0","2","0"
"MIRT736893","hsa","hsa","hsa-miR-21-3p","NFIA","1","1","1","0","0","0","0","0","3","0"
"MIRT737191","hsa","hsa","hsa-miR-21-3p","NEAT1","0","0","1","0","1","0","0","0","2","0"
"MIRT737192","hsa","hsa","hsa-miR-21-3p","RRM2","0","0","1","0","1","0","0","0","2","0"
"MIRT737295","hsa","hsa","hsa-miR-21-3p","MIR21","0","0","1","0","0","0","0","0","1","0"
"MIRT737321","hsa","hsa","hsa-miR-21-3p","LINC-PINT","0","0","1","0","0","0","0","0","1","0"
"MIRT737482","hsa","hsa","hsa-miR-21-3p","NKILA","0","0","1","0","1","0","0","0","2","0"
"MIRT737516","hsa","hsa","hsa-miR-21-3p","GAS5","1","1","0","0","0","0","0","0","2","0"
"MIRT737523","hsa","hsa","hsa-miR-21-3p","TGFB1","0","0","1","0","0","0","0","0","1","0"
"MIRT737525","hsa","hsa","hsa-miR-21-3p","XYLT1","0","0","0","0","0","0","0","0","0","0"
